"ref","date","meta","value","file_date"
"IN","2017-01-31 00:00:00","IN","8658606.334","2017-10-15 08:59:47.678843"
"IN","2017-02-28 00:00:00","IN","6705583.759000009","2017-10-15 08:59:47.678843"
"IN","2017-03-31 00:00:00","IN","6796922.4070000015","2017-10-15 08:59:47.678843"
"IN","2017-04-30 00:00:00","IN","5749511.959000001","2017-10-15 08:59:47.678843"
"IN","2017-05-31 00:00:00","IN","5768495.772000003","2017-10-15 08:59:47.678843"
"IN","2017-06-30 00:00:00","IN","7586659.210000004","2017-10-15 08:59:47.678843"
"IN","2016-04-30 00:00:00","IN","6308875.827000001","2017-10-14 23:50:39.248664"
"IN","2016-05-31 00:00:00","IN","6585618.2710000025","2017-10-14 23:50:39.248664"
"IN","2016-06-30 00:00:00","IN","8297256.291999997","2017-10-14 23:50:39.248664"
"IN","2016-07-31 00:00:00","IN","9240234.050000004","2017-10-14 23:50:39.248664"
"IN","2016-08-31 00:00:00","IN","9155726.887","2017-10-14 23:50:39.248664"
"IN","2016-09-30 00:00:00","IN","7604540.661","2017-10-14 23:50:39.248664"
"IN","2016-10-31 00:00:00","IN","6835973.425000003","2017-10-14 23:50:39.248664"
"IN","2016-11-30 00:00:00","IN","6235701.442999992","2017-10-14 23:50:39.248664"
"IN","2016-12-31 00:00:00","IN","8544610.935999995","2017-10-14 23:50:39.248664"
"IN","2017-01-31 00:00:00","IN","8658606.333999999","2017-10-14 23:50:39.248664"
"IN","2017-02-28 00:00:00","IN","6705583.759000009","2017-10-14 23:50:39.248664"
"IN","2017-03-31 00:00:00","IN","6796922.4070000015","2017-10-14 23:50:39.248664"
"IN","2017-04-30 00:00:00","IN","5749511.959000002","2017-10-14 23:50:39.248664"
"IN","2017-05-31 00:00:00","IN","5768495.772000003","2017-10-14 23:50:39.248664"
"IN","2017-06-30 00:00:00","IN","7586659.210000004","2017-10-14 23:50:39.248664"
"KS","2016-07-31 00:00:00","KS","3212395.6040000007","2017-10-15 08:59:25.800173"
"KS","2016-08-31 00:00:00","KS","3395443.8680000016","2017-10-15 08:59:25.800173"
"KS","2016-09-30 00:00:00","KS","2571560.850000001","2017-10-15 08:59:25.800173"
"KS","2016-10-31 00:00:00","KS","2078703.8810000003","2017-10-15 08:59:25.800173"
"KS","2016-11-30 00:00:00","KS","2018344.4329999993","2017-10-15 08:59:25.800173"
"KS","2016-12-31 00:00:00","KS","2696135.496","2017-10-15 08:59:25.800173"
"KS","2017-01-31 00:00:00","KS","2436899.641999999","2017-10-15 08:59:25.800173"
"KS","2017-02-28 00:00:00","KS","1735411.002","2017-10-15 08:59:25.800173"
"KS","2017-03-31 00:00:00","KS","1526619.5459999992","2017-10-15 08:59:25.800173"
"KS","2017-04-30 00:00:00","KS","945164.1679999998","2017-10-15 08:59:25.800173"
"KS","2017-05-31 00:00:00","KS","1510790.0129999996","2017-10-15 08:59:25.800173"
"KS","2017-06-30 00:00:00","KS","2405513.9180000005","2017-10-15 08:59:25.800173"
"KS","2016-07-31 00:00:00","KS","3212395.6040000007","2017-10-14 23:51:59.225058"
"KS","2016-08-31 00:00:00","KS","3395443.8680000016","2017-10-14 23:51:59.225058"
"KS","2016-09-30 00:00:00","KS","2571560.850000001","2017-10-14 23:51:59.225058"
"KS","2016-10-31 00:00:00","KS","2078703.8810000003","2017-10-14 23:51:59.225058"
"KS","2016-11-30 00:00:00","KS","2018344.4329999997","2017-10-14 23:51:59.225058"
"KS","2016-12-31 00:00:00","KS","2696135.4960000003","2017-10-14 23:51:59.225058"
"KS","2017-01-31 00:00:00","KS","2436899.641999999","2017-10-14 23:51:59.225058"
"KS","2017-02-28 00:00:00","KS","1735411.0019999999","2017-10-14 23:51:59.225058"
"KS","2017-03-31 00:00:00","KS","1526619.5459999992","2017-10-14 23:51:59.225058"
"KS","2017-04-30 00:00:00","KS","945164.1679999998","2017-10-14 23:51:59.225058"
"KS","2017-05-31 00:00:00","KS","1510790.0129999998","2017-10-14 23:51:59.225058"
"KS","2017-06-30 00:00:00","KS","2405513.9180000005","2017-10-14 23:51:59.225058"
"KY","2017-01-31 00:00:00","KY","6928305.852000002","2017-10-15 08:59:39.568177"
"KY","2017-02-28 00:00:00","KY","5079820.426999996","2017-10-15 08:59:39.568177"
"KY","2017-03-31 00:00:00","KY","5456062.473000002","2017-10-15 08:59:39.568177"
"KY","2017-04-30 00:00:00","KY","4590851.343000001","2017-10-15 08:59:39.568177"
"KY","2017-05-31 00:00:00","KY","5852543.827000001","2017-10-15 08:59:39.568177"
"KY","2017-06-30 00:00:00","KY","6400464.658999998","2017-10-15 08:59:39.568177"
"KY","2017-01-31 00:00:00","KY","6928305.852000003","2017-10-14 23:50:53.949073"
"KY","2017-02-28 00:00:00","KY","5079820.426999996","2017-10-14 23:50:53.949073"
"KY","2017-03-31 00:00:00","KY","5456062.473000002","2017-10-14 23:50:53.949073"
"KY","2017-04-30 00:00:00","KY","4590851.343000001","2017-10-14 23:50:53.949073"
"KY","2017-04-30 00:00:00.000000","KY","4590851.343000001","2017-10-14 18:56:21.188274"
"KY","2017-05-31 00:00:00","KY","5852543.827000001","2017-10-14 23:50:53.949073"
"KY","2017-05-31 00:00:00.000000","KY","5852543.827000001","2017-10-14 18:56:21.188274"
"KY","2017-06-30 00:00:00","KY","6400464.658999997","2017-10-14 23:50:53.949073"
"KY","2017-06-30 00:00:00.000000","KY","6400464.658999997","2017-10-14 18:56:21.188274"
"LA","2016-07-31 00:00:00","LA","5478549.587999998","2017-10-15 08:59:33.076676"
"LA","2016-08-31 00:00:00","LA","4885173.028000001","2017-10-15 08:59:33.076676"
"LA","2016-09-30 00:00:00","LA","4100360.0730000036","2017-10-15 08:59:33.076676"
"LA","2016-10-31 00:00:00","LA","3177837.943000002","2017-10-15 08:59:33.076676"
"LA","2016-11-30 00:00:00","LA","3120344.100000001","2017-10-15 08:59:33.076676"
"LA","2016-12-31 00:00:00","LA","3924957.3889999995","2017-10-15 08:59:33.076676"
"LA","2017-01-31 00:00:00","LA","3800947.584","2017-10-15 08:59:33.076676"
"LA","2017-02-28 00:00:00","LA","3161562.4579999987","2017-10-15 08:59:33.076676"
"LA","2017-03-31 00:00:00","LA","3049935.756","2017-10-15 08:59:33.076676"
"LA","2017-04-30 00:00:00","LA","2835447.946999999","2017-10-15 08:59:33.076676"
"LA","2017-05-31 00:00:00","LA","4043760.221000001","2017-10-15 08:59:33.076676"
"LA","2017-06-30 00:00:00","LA","4350568.853999997","2017-10-15 08:59:33.076676"
"LA","2016-07-31 00:00:00","LA","5478549.587999998","2017-10-14 23:51:22.547783"
"LA","2016-08-31 00:00:00","LA","4885173.028000001","2017-10-14 23:51:22.547783"
"LA","2016-09-30 00:00:00","LA","4100360.0730000036","2017-10-14 23:51:22.547783"
"LA","2016-10-31 00:00:00","LA","3177837.943000002","2017-10-14 23:51:22.547783"
"LA","2016-11-30 00:00:00","LA","3120344.100000001","2017-10-14 23:51:22.547783"
"LA","2016-12-31 00:00:00","LA","3924957.389","2017-10-14 23:51:22.547783"
"LA","2017-01-31 00:00:00","LA","3800947.584","2017-10-14 23:51:22.547783"
"LA","2017-02-28 00:00:00","LA","3161562.4579999987","2017-10-14 23:51:22.547783"
"LA","2017-03-31 00:00:00","LA","3049935.756","2017-10-14 23:51:22.547783"
"LA","2017-04-30 00:00:00","LA","2835447.9469999988","2017-10-14 23:51:22.547783"
"LA","2017-05-31 00:00:00","LA","4043760.2210000013","2017-10-14 23:51:22.547783"
"LA","2017-06-30 00:00:00","LA","4350568.853999997","2017-10-14 23:51:22.547783"
"MA","2016-10-31 00:00:00","MA","663775.7809999997","2017-10-15 09:00:23.636340"
"MA","2016-11-30 00:00:00","MA","547298.913","2017-10-15 09:00:23.636340"
"MA","2016-12-31 00:00:00","MA","997908.7879999998","2017-10-15 09:00:23.636340"
"MA","2017-01-31 00:00:00","MA","955908.525","2017-10-15 09:00:23.636340"
"MA","2017-02-28 00:00:00","MA","998842.6270000002","2017-10-15 09:00:23.636340"
"MA","2017-03-31 00:00:00","MA","1167212.8089999997","2017-10-15 09:00:23.636340"
"MA","2017-04-30 00:00:00","MA","907446.0510000006","2017-10-15 09:00:23.636340"
"MA","2017-05-31 00:00:00","MA","859751.3290000003","2017-10-15 09:00:23.636340"
"MA","2017-06-30 00:00:00","MA","937490.6800000003","2017-10-15 09:00:23.636340"
"MA","2016-10-31 00:00:00","MA","663775.7809999997","2017-10-14 23:50:45.472803"
"MA","2016-11-30 00:00:00","MA","547298.913","2017-10-14 23:50:45.472803"
"MA","2016-12-31 00:00:00","MA","997908.7879999998","2017-10-14 23:50:45.472803"
"MA","2017-01-31 00:00:00","MA","955908.525","2017-10-14 23:50:45.472803"
"MA","2017-02-28 00:00:00","MA","998842.6270000002","2017-10-14 23:50:45.472803"
"MA","2017-03-31 00:00:00","MA","1167212.8089999994","2017-10-14 23:50:45.472803"
"MA","2017-04-30 00:00:00","MA","907446.0510000007","2017-10-14 23:50:45.472803"
"MA","2017-05-31 00:00:00","MA","859751.3290000003","2017-10-14 23:50:45.472803"
"MA","2017-06-30 00:00:00","MA","937490.6800000005","2017-10-14 23:50:45.472803"
"MD","2016-01-31 00:00:00","MD","1354865.7179999996","2017-10-15 09:00:21.046335"
"MD","2016-02-29 00:00:00","MD","1521469.1939999997","2017-10-15 09:00:21.046335"
"MD","2016-03-31 00:00:00","MD","1503164.3690000004","2017-10-15 09:00:21.046335"
"MD","2016-04-30 00:00:00","MD","1042824.7880000006","2017-10-15 09:00:21.046335"
"MD","2016-05-31 00:00:00","MD","896563.9779999999","2017-10-15 09:00:21.046335"
"MD","2016-06-30 00:00:00","MD","1702640.9549999996","2017-10-15 09:00:21.046335"
"MD","2016-07-31 00:00:00","MD","2603160.147999999","2017-10-15 09:00:21.046335"
"MD","2016-08-31 00:00:00","MD","2717459.938000001","2017-10-15 09:00:21.046335"
"MD","2016-09-30 00:00:00","MD","1994348.1730000002","2017-10-15 09:00:21.046335"
"MD","2016-10-31 00:00:00","MD","1430488.8310000002","2017-10-15 09:00:21.046335"
"MD","2016-11-30 00:00:00","MD","829070.6760000001","2017-10-15 09:00:21.046335"
"MD","2016-12-31 00:00:00","MD","1302450.23","2017-10-15 09:00:21.046335"
"MD","2017-01-31 00:00:00","MD","1030251.4650000004","2017-10-15 09:00:21.046335"
"MD","2017-02-28 00:00:00","MD","757702.6229999994","2017-10-15 09:00:21.046335"
"MD","2017-03-31 00:00:00","MD","711358.956","2017-10-15 09:00:21.046335"
"MD","2017-04-30 00:00:00","MD","431950.05100000027","2017-10-15 09:00:21.046335"
"MD","2017-05-31 00:00:00","MD","1064386.9999999995","2017-10-15 09:00:21.046335"
"MD","2017-06-30 00:00:00","MD","1186717.7470000004","2017-10-15 09:00:21.046335"
"MD","2016-01-31 00:00:00","MD","1354865.7179999996","2017-10-14 23:50:42.676076"
"MD","2016-02-29 00:00:00","MD","1521469.1939999997","2017-10-14 23:50:42.676076"
"MD","2016-03-31 00:00:00","MD","1503164.3690000004","2017-10-14 23:50:42.676076"
"MD","2016-04-30 00:00:00","MD","1042824.7880000006","2017-10-14 23:50:42.676076"
"MD","2016-05-31 00:00:00","MD","896563.9779999999","2017-10-14 23:50:42.676076"
"MD","2016-06-30 00:00:00","MD","1702640.9549999996","2017-10-14 23:50:42.676076"
"MD","2016-07-31 00:00:00","MD","2603160.147999999","2017-10-14 23:50:42.676076"
"MD","2016-08-31 00:00:00","MD","2717459.938000001","2017-10-14 23:50:42.676076"
"MD","2016-09-30 00:00:00","MD","1994348.173","2017-10-14 23:50:42.676076"
"MD","2016-10-31 00:00:00","MD","1430488.8310000002","2017-10-14 23:50:42.676076"
"MD","2016-11-30 00:00:00","MD","829070.6760000002","2017-10-14 23:50:42.676076"
"MD","2016-12-31 00:00:00","MD","1302450.23","2017-10-14 23:50:42.676076"
"MD","2017-01-31 00:00:00","MD","1030251.4650000004","2017-10-14 23:50:42.676076"
"MD","2017-02-28 00:00:00","MD","757702.6229999993","2017-10-14 23:50:42.676076"
"MD","2017-03-31 00:00:00","MD","711358.9559999999","2017-10-14 23:50:42.676076"
"MD","2017-04-30 00:00:00","MD","431950.0510000002","2017-10-14 23:50:42.676076"
"MD","2017-05-31 00:00:00","MD","1064386.9999999995","2017-10-14 23:50:42.676076"
"MD","2017-06-30 00:00:00","MD","1186717.7470000004","2017-10-14 23:50:42.676076"
"ME","2016-10-31 00:00:00","ME","119496.021","2017-10-15 08:59:38.588174"
"ME","2016-11-30 00:00:00","ME","78748.74600000001","2017-10-15 08:59:38.588174"
"ME","2016-12-31 00:00:00","ME","67873.826","2017-10-15 08:59:38.588174"
"ME","2017-01-31 00:00:00","ME","104995.89699999997","2017-10-15 08:59:38.588174"
"ME","2017-02-28 00:00:00","ME","86745.939","2017-10-15 08:59:38.588174"
"ME","2017-03-31 00:00:00","ME","88973.08100000002","2017-10-15 08:59:38.588174"
"ME","2017-04-30 00:00:00","ME","95568.00199999996","2017-10-15 08:59:38.588174"
"ME","2017-05-31 00:00:00","ME","89407.57400000001","2017-10-15 08:59:38.588174"
"ME","2017-06-30 00:00:00","ME","100968.665","2017-10-15 08:59:38.588174"
"ME","2016-10-31 00:00:00","ME","119496.021","2017-10-14 23:51:39.654986"
"ME","2016-11-30 00:00:00","ME","78748.74600000001","2017-10-14 23:51:39.654986"
"ME","2016-12-31 00:00:00","ME","67873.826","2017-10-14 23:51:39.654986"
"ME","2017-01-31 00:00:00","ME","104995.89699999997","2017-10-14 23:51:39.654986"
"ME","2017-02-28 00:00:00","ME","86745.939","2017-10-14 23:51:39.654986"
"ME","2017-03-31 00:00:00","ME","88973.08100000002","2017-10-14 23:51:39.654986"
"ME","2017-04-30 00:00:00","ME","95568.00199999996","2017-10-14 23:51:39.654986"
"ME","2017-05-31 00:00:00","ME","89407.57400000002","2017-10-14 23:51:39.654986"
"ME","2017-06-30 00:00:00","ME","100968.665","2017-10-14 23:51:39.654986"
"MI","2016-01-31 00:00:00","MI","5313123.864000002","2017-10-15 09:00:15.882300"
"MI","2016-02-29 00:00:00","MI","4426187.72000001","2017-10-15 09:00:15.882300"
"MI","2016-03-31 00:00:00","MI","4006640.122999999","2017-10-15 09:00:15.882300"
"MI","2016-04-30 00:00:00","MI","3511185.261000002","2017-10-15 09:00:15.882300"
"MI","2016-05-31 00:00:00","MI","4190530.2180000013","2017-10-15 09:00:15.882300"
"MI","2016-06-30 00:00:00","MI","5215065.6099999985","2017-10-15 09:00:15.882300"
"MI","2016-07-31 00:00:00","MI","5851729.701999999","2017-10-15 09:00:15.882300"
"MI","2016-08-31 00:00:00","MI","6066435.525000006","2017-10-15 09:00:15.882300"
"MI","2016-09-30 00:00:00","MI","4639920.343","2017-10-15 09:00:15.882300"
"MI","2016-10-31 00:00:00","MI","3860716.648000002","2017-10-15 09:00:15.882300"
"MI","2016-11-30 00:00:00","MI","4102277.902000001","2017-10-15 09:00:15.882300"
"MI","2016-12-31 00:00:00","MI","4438178.278999996","2017-10-15 09:00:15.882300"
"MI","2017-01-31 00:00:00","MI","4821982.403000003","2017-10-15 09:00:15.882300"
"MI","2017-02-28 00:00:00","MI","3904042.9870000035","2017-10-15 09:00:15.882300"
"MI","2017-03-31 00:00:00","MI","4605766.1920000035","2017-10-15 09:00:15.882300"
"MI","2017-04-30 00:00:00","MI","4669407.072000001","2017-10-15 09:00:15.882300"
"MI","2017-05-31 00:00:00","MI","5043823.679","2017-10-15 09:00:15.882300"
"MI","2017-06-30 00:00:00","MI","5240021.302999999","2017-10-15 09:00:15.882300"
"MI","2016-01-31 00:00:00","MI","5313123.864000002","2017-10-14 23:51:08.359377"
"MI","2016-02-29 00:00:00","MI","4426187.72000001","2017-10-14 23:51:08.359377"
"MI","2016-03-31 00:00:00","MI","4006640.1229999987","2017-10-14 23:51:08.359377"
"MI","2016-04-30 00:00:00","MI","3511185.261000002","2017-10-14 23:51:08.359377"
"MI","2016-05-31 00:00:00","MI","4190530.218000001","2017-10-14 23:51:08.359377"
"MI","2016-06-30 00:00:00","MI","5215065.609999999","2017-10-14 23:51:08.359377"
"MI","2016-07-31 00:00:00","MI","5851729.701999999","2017-10-14 23:51:08.359377"
"MI","2016-08-31 00:00:00","MI","6066435.525000006","2017-10-14 23:51:08.359377"
"MI","2016-09-30 00:00:00","MI","4639920.343","2017-10-14 23:51:08.359377"
"MI","2016-10-31 00:00:00","MI","3860716.648000002","2017-10-14 23:51:08.359377"
"MI","2016-11-30 00:00:00","MI","4102277.902000001","2017-10-14 23:51:08.359377"
"MI","2016-12-31 00:00:00","MI","4438178.278999996","2017-10-14 23:51:08.359377"
"MI","2017-01-31 00:00:00","MI","4821982.403000003","2017-10-14 23:51:08.359377"
"MI","2017-02-28 00:00:00","MI","3904042.987000004","2017-10-14 23:51:08.359377"
"MI","2017-03-31 00:00:00","MI","4605766.1920000035","2017-10-14 23:51:08.359377"
"MI","2017-04-30 00:00:00","MI","4669407.072000002","2017-10-14 23:51:08.359377"
"MI","2017-04-30 00:00:00.000000","MI","4669407.072000002","2017-10-14 18:56:20.513778"
"MI","2017-05-31 00:00:00","MI","5043823.679","2017-10-14 23:51:08.359377"
"MI","2017-05-31 00:00:00.000000","MI","5043823.679","2017-10-14 18:56:20.513778"
"MI","2017-06-30 00:00:00","MI","5240021.302999998","2017-10-14 23:51:08.359377"
"MI","2017-06-30 00:00:00.000000","MI","5240021.302999998","2017-10-14 18:56:20.513778"
"MN","2016-01-31 00:00:00","MN","3099875.7400000016","2017-10-15 09:00:12.719748"
"MN","2016-02-29 00:00:00","MN","2498027.420000001","2017-10-15 09:00:12.719748"
"MN","2016-03-31 00:00:00","MN","2193005.1760000014","2017-10-15 09:00:12.719748"
"MN","2016-04-30 00:00:00","MN","1821837.808000002","2017-10-15 09:00:12.719748"
"MN","2016-05-31 00:00:00","MN","2167259.795000001","2017-10-15 09:00:12.719748"
"MN","2016-06-30 00:00:00","MN","2475677.0430000005","2017-10-15 09:00:12.719748"
"MN","2016-07-31 00:00:00","MN","3002101.7970000007","2017-10-15 09:00:12.719748"
"MN","2016-08-31 00:00:00","MN","3234726.834","2017-10-15 09:00:12.719748"
"MN","2016-09-30 00:00:00","MN","2591094.607999999","2017-10-15 09:00:12.719748"
"MN","2016-10-31 00:00:00","MN","2362791.9639999997","2017-10-15 09:00:12.719748"
"MN","2016-11-30 00:00:00","MN","2599944.224","2017-10-15 09:00:12.719748"
"MN","2016-12-31 00:00:00","MN","2939812.886","2017-10-15 09:00:12.719748"
"MN","2017-01-31 00:00:00","MN","2980963.761","2017-10-15 09:00:12.719748"
"MN","2017-02-28 00:00:00","MN","2255985.0540000005","2017-10-15 09:00:12.719748"
"MN","2017-03-31 00:00:00","MN","2209021.259000001","2017-10-15 09:00:12.719748"
"MN","2017-04-30 00:00:00","MN","1564813.7769999998","2017-10-15 09:00:12.719748"
"MN","2017-05-31 00:00:00","MN","2053873.7589999998","2017-10-15 09:00:12.719748"
"MN","2017-06-30 00:00:00","MN","2385345.173999999","2017-10-15 09:00:12.719748"
"MN","2016-01-31 00:00:00","MN","3099875.740000002","2017-10-14 23:51:20.941319"
"MN","2016-02-29 00:00:00","MN","2498027.420000001","2017-10-14 23:51:20.941319"
"MN","2016-03-31 00:00:00","MN","2193005.1760000014","2017-10-14 23:51:20.941319"
"MN","2016-04-30 00:00:00","MN","1821837.8080000018","2017-10-14 23:51:20.941319"
"MN","2016-05-31 00:00:00","MN","2167259.795000001","2017-10-14 23:51:20.941319"
"MN","2016-06-30 00:00:00","MN","2475677.0430000005","2017-10-14 23:51:20.941319"
"MN","2016-07-31 00:00:00","MN","3002101.7970000007","2017-10-14 23:51:20.941319"
"MN","2016-08-31 00:00:00","MN","3234726.834","2017-10-14 23:51:20.941319"
"MN","2016-09-30 00:00:00","MN","2591094.607999999","2017-10-14 23:51:20.941319"
"MN","2016-10-31 00:00:00","MN","2362791.964","2017-10-14 23:51:20.941319"
"MN","2016-11-30 00:00:00","MN","2599944.224","2017-10-14 23:51:20.941319"
"MN","2016-12-31 00:00:00","MN","2939812.8860000004","2017-10-14 23:51:20.941319"
"MN","2017-01-31 00:00:00","MN","2980963.7610000004","2017-10-14 23:51:20.941319"
"MN","2017-02-28 00:00:00","MN","2255985.0540000005","2017-10-14 23:51:20.941319"
"MN","2017-03-31 00:00:00","MN","2209021.259000001","2017-10-14 23:51:20.941319"
"MN","2017-04-30 00:00:00","MN","1564813.7769999998","2017-10-14 23:51:20.941319"
"MN","2017-05-31 00:00:00","MN","2053873.759","2017-10-14 23:51:20.941319"
"MN","2017-06-30 00:00:00","MN","2385345.173999999","2017-10-14 23:51:20.941319"
"MO","2016-01-31 00:00:00","MO","6496833.787999994","2017-10-15 08:59:59.618712"
"MO","2016-02-29 00:00:00","MO","5369339.299999995","2017-10-15 08:59:59.618712"
"MO","2016-03-31 00:00:00","MO","4557195.524000002","2017-10-15 08:59:59.618712"
"MO","2016-04-30 00:00:00","MO","4634369.586999997","2017-10-15 08:59:59.618712"
"MO","2016-05-31 00:00:00","MO","4746947.112999997","2017-10-15 08:59:59.618712"
"MO","2016-06-30 00:00:00","MO","6335948.110000006","2017-10-15 08:59:59.618712"
"MO","2016-07-31 00:00:00","MO","7174795.802999995","2017-10-15 08:59:59.618712"
"MO","2016-08-31 00:00:00","MO","7123887.637000007","2017-10-15 08:59:59.618712"
"MO","2016-09-30 00:00:00","MO","5540050.845999998","2017-10-15 08:59:59.618712"
"MO","2016-10-31 00:00:00","MO","4332503.694000004","2017-10-15 08:59:59.618712"
"MO","2016-11-30 00:00:00","MO","4357814.779000004","2017-10-15 08:59:59.618712"
"MO","2016-12-31 00:00:00","MO","5578361.745000004","2017-10-15 08:59:59.618712"
"MO","2017-01-31 00:00:00","MO","6755918.655000002","2017-10-15 08:59:59.618712"
"MO","2017-02-28 00:00:00","MO","5278275.710000005","2017-10-15 08:59:59.618712"
"MO","2017-03-31 00:00:00","MO","5627577.170000001","2017-10-15 08:59:59.618712"
"MO","2017-04-30 00:00:00","MO","5132576.838000001","2017-10-15 08:59:59.618712"
"MO","2017-05-31 00:00:00","MO","6165237.173999994","2017-10-15 08:59:59.618712"
"MO","2017-06-30 00:00:00","MO","6398593.9640000025","2017-10-15 08:59:59.618712"
"MO","2016-01-31 00:00:00","MO","6496833.787999994","2017-10-14 23:51:51.994112"
"MO","2016-02-29 00:00:00","MO","5369339.299999995","2017-10-14 23:51:51.994112"
"MO","2016-03-31 00:00:00","MO","4557195.524000002","2017-10-14 23:51:51.994112"
"MO","2016-04-30 00:00:00","MO","4634369.586999997","2017-10-14 23:51:51.994112"
"MO","2016-05-31 00:00:00","MO","4746947.112999997","2017-10-14 23:51:51.994112"
"MO","2016-06-30 00:00:00","MO","6335948.110000006","2017-10-14 23:51:51.994112"
"MO","2016-07-31 00:00:00","MO","7174795.802999995","2017-10-14 23:51:51.994112"
"MO","2016-08-31 00:00:00","MO","7123887.637000008","2017-10-14 23:51:51.994112"
"MO","2016-09-30 00:00:00","MO","5540050.845999998","2017-10-14 23:51:51.994112"
"MO","2016-10-31 00:00:00","MO","4332503.694000004","2017-10-14 23:51:51.994112"
"MO","2016-11-30 00:00:00","MO","4357814.779000004","2017-10-14 23:51:51.994112"
"MO","2016-12-31 00:00:00","MO","5578361.745000004","2017-10-14 23:51:51.994112"
"MO","2017-01-31 00:00:00","MO","6755918.655000002","2017-10-14 23:51:51.994112"
"MO","2017-02-28 00:00:00","MO","5278275.710000005","2017-10-14 23:51:51.994112"
"MO","2017-03-31 00:00:00","MO","5627577.170000001","2017-10-14 23:51:51.994112"
"MO","2017-04-30 00:00:00","MO","5132576.838000001","2017-10-14 23:51:51.994112"
"MO","2017-05-31 00:00:00","MO","6165237.173999994","2017-10-14 23:51:51.994112"
"MO","2017-06-30 00:00:00","MO","6398593.9640000025","2017-10-14 23:51:51.994112"
"MS","2016-01-31 00:00:00","MS","2479553.5989999995","2017-10-15 08:59:36.931173"
"MS","2016-02-29 00:00:00","MS","2502631.6030000006","2017-10-15 08:59:36.931173"
"MS","2016-03-31 00:00:00","MS","1910767.2319999984","2017-10-15 08:59:36.931173"
"MS","2016-04-30 00:00:00","MS","1487800.755","2017-10-15 08:59:36.931173"
"MS","2016-05-31 00:00:00","MS","2272901.8419999983","2017-10-15 08:59:36.931173"
"MS","2016-06-30 00:00:00","MS","2960110.4959999993","2017-10-15 08:59:36.931173"
"MS","2016-07-31 00:00:00","MS","3324663.3599999994","2017-10-15 08:59:36.931173"
"MS","2016-08-31 00:00:00","MS","3195420.1109999986","2017-10-15 08:59:36.931173"
"MS","2016-09-30 00:00:00","MS","2920707.6229999997","2017-10-15 08:59:36.931173"
"MS","2016-10-31 00:00:00","MS","","2017-10-15 08:59:36.931173"
"MS","2016-11-30 00:00:00","MS","","2017-10-15 08:59:36.931173"
"MS","2016-12-31 00:00:00","MS","","2017-10-15 08:59:36.931173"
"MS","2017-01-31 00:00:00","MS","2323578.892","2017-10-15 08:59:36.931173"
"MS","2017-02-28 00:00:00","MS","1609886.1969999997","2017-10-15 08:59:36.931173"
"MS","2017-03-31 00:00:00","MS","2386122.437000002","2017-10-15 08:59:36.931173"
"MS","2017-04-30 00:00:00","MS","2110020.586000002","2017-10-15 08:59:36.931173"
"MS","2017-05-31 00:00:00","MS","2330116.767000001","2017-10-15 08:59:36.931173"
"MS","2017-06-30 00:00:00","MS","2378868.007000001","2017-10-15 08:59:36.931173"
"MS","2016-01-31 00:00:00","MS","2479553.5989999995","2017-10-14 23:51:25.758334"
"MS","2016-02-29 00:00:00","MS","2502631.603000001","2017-10-14 23:51:25.758334"
"MS","2016-03-31 00:00:00","MS","1910767.2319999984","2017-10-14 23:51:25.758334"
"MS","2016-04-30 00:00:00","MS","1487800.755","2017-10-14 23:51:25.758334"
"MS","2016-05-31 00:00:00","MS","2272901.8419999983","2017-10-14 23:51:25.758334"
"MS","2016-06-30 00:00:00","MS","2960110.4959999993","2017-10-14 23:51:25.758334"
"MS","2016-07-31 00:00:00","MS","3324663.3599999994","2017-10-14 23:51:25.758334"
"MS","2016-08-31 00:00:00","MS","3195420.110999998","2017-10-14 23:51:25.758334"
"MS","2016-09-30 00:00:00","MS","2920707.623","2017-10-14 23:51:25.758334"
"MS","2016-10-31 00:00:00","MS","","2017-10-14 23:51:25.758334"
"MS","2016-11-30 00:00:00","MS","","2017-10-14 23:51:25.758334"
"MS","2016-12-31 00:00:00","MS","","2017-10-14 23:51:25.758334"
"MS","2017-01-31 00:00:00","MS","2323578.892","2017-10-14 23:51:25.758334"
"MS","2017-02-28 00:00:00","MS","1609886.1969999997","2017-10-14 23:51:25.758334"
"MS","2017-03-31 00:00:00","MS","2386122.437000002","2017-10-14 23:51:25.758334"
"MS","2017-04-30 00:00:00","MS","2110020.586000002","2017-10-14 23:51:25.758334"
"MS","2017-04-30 00:00:00.000000","MS","2110020.586000002","2017-10-14 18:56:19.578273"
"MS","2017-05-31 00:00:00","MS","2330116.767000001","2017-10-14 23:51:25.758334"
"MS","2017-05-31 00:00:00.000000","MS","2330116.767000001","2017-10-14 18:56:19.578273"
"MS","2017-06-30 00:00:00","MS","2378868.007000001","2017-10-14 23:51:25.758334"
"MS","2017-06-30 00:00:00.000000","MS","2378868.007000001","2017-10-14 18:56:19.578273"
"MT","2016-04-30 00:00:00","MT","1011754.872","2017-10-15 08:59:48.596342"
"MT","2016-05-31 00:00:00","MT","591746.2759999996","2017-10-15 08:59:48.596342"
"MT","2016-06-30 00:00:00","MT","997705.1570000005","2017-10-15 08:59:48.596342"
"MT","2016-07-31 00:00:00","MT","1691576.9749999999","2017-10-15 08:59:48.596342"
"MT","2016-08-31 00:00:00","MT","1779291.3130000003","2017-10-15 08:59:48.596342"
