"ref","date","meta","value","file_date"
"OR","2017-04-30 00:00:00","OR","95140.78299999997","2017-10-15 09:00:48.438905"
"OR","2017-05-31 00:00:00","OR","77623.946","2017-10-15 09:00:48.438905"
"OR","2017-06-30 00:00:00","OR","131263.41000000006","2017-10-15 09:00:48.438905"
"OR","2016-10-31 00:00:00","OR","648301.0939999999","2017-10-14 23:52:00.037651"
"OR","2016-11-30 00:00:00","OR","476822.3270000001","2017-10-14 23:52:00.037651"
"OR","2016-12-31 00:00:00","OR","1143880.336","2017-10-14 23:52:00.037651"
"OR","2017-01-31 00:00:00","OR","1206761.2750000008","2017-10-14 23:52:00.037651"
"OR","2017-02-28 00:00:00","OR","635871.7080000001","2017-10-14 23:52:00.037651"
"OR","2017-03-31 00:00:00","OR","172266.52500000002","2017-10-14 23:52:00.037651"
"OR","2017-04-30 00:00:00","OR","95140.78299999997","2017-10-14 23:52:00.037651"
"OR","2017-05-31 00:00:00","OR","77623.946","2017-10-14 23:52:00.037651"
"OR","2017-06-30 00:00:00","OR","131263.41000000006","2017-10-14 23:52:00.037651"
"PA","2016-01-31 00:00:00","PA","8547609.639999999","2017-10-15 09:00:27.777837"
"PA","2016-02-29 00:00:00","PA","7075171.2450000085","2017-10-15 09:00:27.777837"
"PA","2016-03-31 00:00:00","PA","4934851.369999999","2017-10-15 09:00:27.777837"
"PA","2016-04-30 00:00:00","PA","5756670.909999998","2017-10-15 09:00:27.777837"
"PA","2016-05-31 00:00:00","PA","6366403.979999994","2017-10-15 09:00:27.777837"
"PA","2016-06-30 00:00:00","PA","7744782.406000001","2017-10-15 09:00:27.777837"
"PA","2016-07-31 00:00:00","PA","9988089.532999998","2017-10-15 09:00:27.777837"
"PA","2016-08-31 00:00:00","PA","10107361.526000008","2017-10-15 09:00:27.777837"
"PA","2016-09-30 00:00:00","PA","7957617.8049999885","2017-10-15 09:00:27.777837"
"PA","2016-10-31 00:00:00","PA","6042758.051999997","2017-10-15 09:00:27.777837"
"PA","2016-11-30 00:00:00","PA","6406171.511000001","2017-10-15 09:00:27.777837"
"PA","2016-12-31 00:00:00","PA","8261107.200000007","2017-10-15 09:00:27.777837"
"PA","2017-01-31 00:00:00","PA","7164035.625000005","2017-10-15 09:00:27.777837"
"PA","2017-02-28 00:00:00","PA","5891999.702000007","2017-10-15 09:00:27.777837"
"PA","2017-03-31 00:00:00","PA","6986658.7620000085","2017-10-15 09:00:27.777837"
"PA","2017-04-30 00:00:00","PA","5541843.54","2017-10-15 09:00:27.777837"
"PA","2017-05-31 00:00:00","PA","6381926.853000001","2017-10-15 09:00:27.777837"
"PA","2017-06-30 00:00:00","PA","7236557.883000005","2017-10-15 09:00:27.777837"
"PA","2016-01-31 00:00:00","PA","8547609.639999999","2017-10-14 23:51:42.943863"
"PA","2016-02-29 00:00:00","PA","7075171.2450000085","2017-10-14 23:51:42.943863"
"PA","2016-03-31 00:00:00","PA","4934851.369999999","2017-10-14 23:51:42.943863"
"PA","2016-04-30 00:00:00","PA","5756670.909999997","2017-10-14 23:51:42.943863"
"PA","2016-05-31 00:00:00","PA","6366403.979999994","2017-10-14 23:51:42.943863"
"PA","2016-06-30 00:00:00","PA","7744782.406000001","2017-10-14 23:51:42.943863"
"PA","2016-07-31 00:00:00","PA","9988089.532999998","2017-10-14 23:51:42.943863"
"PA","2016-08-31 00:00:00","PA","10107361.526000008","2017-10-14 23:51:42.943863"
"PA","2016-09-30 00:00:00","PA","7957617.804999988","2017-10-14 23:51:42.943863"
"PA","2016-10-31 00:00:00","PA","6042758.051999997","2017-10-14 23:51:42.943863"
"PA","2016-11-30 00:00:00","PA","6406171.511000001","2017-10-14 23:51:42.943863"
"PA","2016-12-31 00:00:00","PA","8261107.200000008","2017-10-14 23:51:42.943863"
"PA","2017-01-31 00:00:00","PA","7164035.625000005","2017-10-14 23:51:42.943863"
"PA","2017-02-28 00:00:00","PA","5891999.702000008","2017-10-14 23:51:42.943863"
"PA","2017-03-31 00:00:00","PA","6986658.7620000085","2017-10-14 23:51:42.943863"
"PA","2017-04-30 00:00:00","PA","5541843.54","2017-10-14 23:51:42.943863"
"PA","2017-05-31 00:00:00","PA","6381926.853000001","2017-10-14 23:51:42.943863"
"PA","2017-06-30 00:00:00","PA","7236557.883000005","2017-10-14 23:51:42.943863"
"RI","2016-04-30 00:00:00","RI","173893.77199999997","2017-10-15 09:00:21.838837"
"RI","2016-05-31 00:00:00","RI","296013.51800000004","2017-10-15 09:00:21.838837"
"RI","2016-06-30 00:00:00","RI","289078.49900000007","2017-10-15 09:00:21.838837"
"RI","2016-07-31 00:00:00","RI","357874.9149999999","2017-10-15 09:00:21.838837"
"RI","2016-08-31 00:00:00","RI","336075.43299999996","2017-10-15 09:00:21.838837"
"RI","2016-09-30 00:00:00","RI","270550.27100000007","2017-10-15 09:00:21.838837"
"RI","2016-10-31 00:00:00","RI","176739.22","2017-10-15 09:00:21.838837"
"RI","2016-11-30 00:00:00","RI","183675.39","2017-10-15 09:00:21.838837"
"RI","2016-12-31 00:00:00","RI","177540.19299999997","2017-10-15 09:00:21.838837"
"RI","2017-01-31 00:00:00","RI","162299.642","2017-10-15 09:00:21.838837"
"RI","2017-02-28 00:00:00","RI","141775.94700000001","2017-10-15 09:00:21.838837"
"RI","2017-03-31 00:00:00","RI","170967.21699999995","2017-10-15 09:00:21.838837"
"RI","2017-04-30 00:00:00","RI","345217.373","2017-10-15 09:00:21.838837"
"RI","2017-05-31 00:00:00","RI","212314.796","2017-10-15 09:00:21.838837"
"RI","2017-06-30 00:00:00","RI","237137.41699999996","2017-10-15 09:00:21.838837"
"RI","2016-04-30 00:00:00","RI","173893.77199999994","2017-10-14 23:51:44.743467"
"RI","2016-05-31 00:00:00","RI","296013.51800000004","2017-10-14 23:51:44.743467"
"RI","2016-06-30 00:00:00","RI","289078.4990000001","2017-10-14 23:51:44.743467"
"RI","2016-07-31 00:00:00","RI","357874.9149999999","2017-10-14 23:51:44.743467"
"RI","2016-08-31 00:00:00","RI","336075.433","2017-10-14 23:51:44.743467"
"RI","2016-09-30 00:00:00","RI","270550.2710000001","2017-10-14 23:51:44.743467"
"RI","2016-10-31 00:00:00","RI","176739.22","2017-10-14 23:51:44.743467"
"RI","2016-11-30 00:00:00","RI","183675.39","2017-10-14 23:51:44.743467"
"RI","2016-12-31 00:00:00","RI","177540.19299999997","2017-10-14 23:51:44.743467"
"RI","2017-01-31 00:00:00","RI","162299.642","2017-10-14 23:51:44.743467"
"RI","2017-02-28 00:00:00","RI","141775.947","2017-10-14 23:51:44.743467"
"RI","2017-03-31 00:00:00","RI","170967.21699999995","2017-10-14 23:51:44.743467"
"RI","2017-04-30 00:00:00","RI","345217.37299999996","2017-10-14 23:51:44.743467"
"RI","2017-05-31 00:00:00","RI","212314.796","2017-10-14 23:51:44.743467"
"RI","2017-06-30 00:00:00","RI","237137.417","2017-10-14 23:51:44.743467"
"SC","2016-01-31 00:00:00","SC","4999273.363999995","2017-10-15 09:00:47.641902"
"SC","2016-02-29 00:00:00","SC","4646091.559999999","2017-10-15 09:00:47.641902"
"SC","2016-03-31 00:00:00","SC","4442396.165999999","2017-10-15 09:00:47.641902"
"SC","2016-04-30 00:00:00","SC","3957697.2039999994","2017-10-15 09:00:47.641902"
"SC","2016-05-31 00:00:00","SC","4325859.622000001","2017-10-15 09:00:47.641902"
"SC","2016-06-30 00:00:00","SC","5996371.300000001","2017-10-15 09:00:47.641902"
"SC","2016-07-31 00:00:00","SC","3767460.6509999977","2017-10-15 09:00:47.641902"
"SC","2016-08-31 00:00:00","SC","3445151.479","2017-10-15 09:00:47.641902"
"SC","2016-09-30 00:00:00","SC","2578385.6590000023","2017-10-15 09:00:47.641902"
"SC","2016-10-31 00:00:00","SC","1758964.5929999996","2017-10-15 09:00:47.641902"
"SC","2016-11-30 00:00:00","SC","2065991.8870000006","2017-10-15 09:00:47.641902"
"SC","2016-12-31 00:00:00","SC","2359199.861","2017-10-15 09:00:47.641902"
"SC","2017-01-31 00:00:00","SC","2313802.9979999997","2017-10-15 09:00:47.641902"
"SC","2017-02-28 00:00:00","SC","1687842.4380000008","2017-10-15 09:00:47.641902"
"SC","2017-03-31 00:00:00","SC","1984682.469","2017-10-15 09:00:47.641902"
"SC","2017-04-30 00:00:00","SC","2245579.511999999","2017-10-15 09:00:47.641902"
"SC","2017-05-31 00:00:00","SC","2528582.1650000024","2017-10-15 09:00:47.641902"
"SC","2017-06-30 00:00:00","SC","2458392.241","2017-10-15 09:00:47.641902"
"SC","2016-01-31 00:00:00","SC","4999273.363999995","2017-10-14 23:50:58.398784"
"SC","2016-02-29 00:00:00","SC","4646091.559999999","2017-10-14 23:50:58.398784"
"SC","2016-03-31 00:00:00","SC","4442396.165999998","2017-10-14 23:50:58.398784"
"SC","2016-04-30 00:00:00","SC","3957697.204","2017-10-14 23:50:58.398784"
"SC","2016-05-31 00:00:00","SC","4325859.622000001","2017-10-14 23:50:58.398784"
"SC","2016-06-30 00:00:00","SC","5996371.300000002","2017-10-14 23:50:58.398784"
"SC","2016-07-31 00:00:00","SC","3767460.6509999973","2017-10-14 23:50:58.398784"
"SC","2016-08-31 00:00:00","SC","3445151.479","2017-10-14 23:50:58.398784"
"SC","2016-09-30 00:00:00","SC","2578385.6590000023","2017-10-14 23:50:58.398784"
"SC","2016-10-31 00:00:00","SC","1758964.5929999996","2017-10-14 23:50:58.398784"
"SC","2016-11-30 00:00:00","SC","2065991.887000001","2017-10-14 23:50:58.398784"
"SC","2016-12-31 00:00:00","SC","2359199.861","2017-10-14 23:50:58.398784"
"SC","2017-01-31 00:00:00","SC","2313802.998","2017-10-14 23:50:58.398784"
"SC","2017-02-28 00:00:00","SC","1687842.438000001","2017-10-14 23:50:58.398784"
"SC","2017-03-31 00:00:00","SC","1984682.469","2017-10-14 23:50:58.398784"
"SC","2017-04-30 00:00:00","SC","2245579.511999999","2017-10-14 23:50:58.398784"
"SC","2017-05-31 00:00:00","SC","2528582.1650000024","2017-10-14 23:50:58.398784"
"SC","2017-06-30 00:00:00","SC","2458392.241","2017-10-14 23:50:58.398784"
"SD","2016-10-31 00:00:00","SD","66364.883","2017-10-15 09:00:24.398839"
"SD","2016-11-30 00:00:00","SD","260480.571","2017-10-15 09:00:24.398839"
"SD","2016-12-31 00:00:00","SD","281082.73600000003","2017-10-15 09:00:24.398839"
"SD","2017-01-31 00:00:00","SD","277095.09500000003","2017-10-15 09:00:24.398839"
"SD","2017-02-28 00:00:00","SD","188570.28800000003","2017-10-15 09:00:24.398839"
"SD","2017-03-31 00:00:00","SD","234586.70599999995","2017-10-15 09:00:24.398839"
"SD","2017-04-30 00:00:00","SD","120799.41500000004","2017-10-15 09:00:24.398839"
"SD","2017-05-31 00:00:00","SD","248739.78600000002","2017-10-15 09:00:24.398839"
"SD","2017-06-30 00:00:00","SD","267943.541","2017-10-15 09:00:24.398839"
"SD","2016-10-31 00:00:00","SD","66364.883","2017-10-14 23:51:45.584785"
"SD","2016-11-30 00:00:00","SD","260480.57100000003","2017-10-14 23:51:45.584785"
"SD","2016-12-31 00:00:00","SD","281082.73600000003","2017-10-14 23:51:45.584785"
"SD","2017-01-31 00:00:00","SD","277095.09500000003","2017-10-14 23:51:45.584785"
"SD","2017-02-28 00:00:00","SD","188570.28800000003","2017-10-14 23:51:45.584785"
"SD","2017-03-31 00:00:00","SD","234586.70599999995","2017-10-14 23:51:45.584785"
"SD","2017-04-30 00:00:00","SD","120799.41500000005","2017-10-14 23:51:45.584785"
"SD","2017-05-31 00:00:00","SD","248739.786","2017-10-14 23:51:45.584785"
"SD","2017-06-30 00:00:00","SD","267943.541","2017-10-14 23:51:45.584785"
"TN","2016-07-31 00:00:00","TN","9390119.671999998","2017-10-15 09:00:31.823342"
"TN","2016-08-31 00:00:00","TN","9388729.927999998","2017-10-15 09:00:31.823342"
"TN","2016-09-30 00:00:00","TN","7787075.732000001","2017-10-15 09:00:31.823342"
"TN","2016-10-31 00:00:00","TN","2544703.021999999","2017-10-15 09:00:31.823342"
"TN","2016-11-30 00:00:00","TN","2653600.327000001","2017-10-15 09:00:31.823342"
"TN","2016-12-31 00:00:00","TN","3599181.0010000016","2017-10-15 09:00:31.823342"
"TN","2017-01-31 00:00:00","TN","3208025.4469999974","2017-10-15 09:00:31.823342"
"TN","2017-02-28 00:00:00","TN","1980232.9700000002","2017-10-15 09:00:31.823342"
"TN","2017-03-31 00:00:00","TN","2214119.1890000002","2017-10-15 09:00:31.823342"
"TN","2017-04-30 00:00:00","TN","2372606.2170000006","2017-10-15 09:00:31.823342"
"TN","2017-05-31 00:00:00","TN","2861767.130999997","2017-10-15 09:00:31.823342"
"TN","2017-06-30 00:00:00","TN","3654513.2050000005","2017-10-15 09:00:31.823342"
"TN","2016-07-31 00:00:00","TN","9390119.671999998","2017-10-14 23:50:47.410824"
"TN","2016-08-31 00:00:00","TN","9388729.927999998","2017-10-14 23:50:47.410824"
"TN","2016-09-30 00:00:00","TN","7787075.732000002","2017-10-14 23:50:47.410824"
"TN","2016-10-31 00:00:00","TN","2544703.021999999","2017-10-14 23:50:47.410824"
"TN","2016-11-30 00:00:00","TN","2653600.327000001","2017-10-14 23:50:47.410824"
"TN","2016-12-31 00:00:00","TN","3599181.001000002","2017-10-14 23:50:47.410824"
"TN","2017-01-31 00:00:00","TN","3208025.4469999974","2017-10-14 23:50:47.410824"
"TN","2017-02-28 00:00:00","TN","1980232.97","2017-10-14 23:50:47.410824"
"TN","2017-03-31 00:00:00","TN","2214119.189","2017-10-14 23:50:47.410824"
"TN","2017-04-30 00:00:00","TN","2372606.217000001","2017-10-14 23:50:47.410824"
"TN","2017-04-30 00:00:00.000000","TN","2372606.217000001","2017-10-14 18:56:23.004278"
"TN","2017-05-31 00:00:00","TN","2861767.130999997","2017-10-14 23:50:47.410824"
"TN","2017-05-31 00:00:00.000000","TN","2861767.1309999977","2017-10-14 18:56:23.004278"
"TN","2017-06-30 00:00:00","TN","3654513.2050000005","2017-10-14 23:50:47.410824"
"TN","2017-06-30 00:00:00.000000","TN","3654513.2050000005","2017-10-14 18:56:23.004278"
"TX","2016-01-31 00:00:00","TX","18049187.195000023","2017-10-15 09:00:45.273832"
"TX","2016-02-29 00:00:00","TX","14350674.15700002","2017-10-15 09:00:45.273832"
"TX","2016-03-31 00:00:00","TX","13492052.859000022","2017-10-15 09:00:45.273832"
"TX","2016-04-30 00:00:00","TX","15189926.866000012","2017-10-15 09:00:45.273832"
"TX","2016-05-31 00:00:00","TX","19103556.617000032","2017-10-15 09:00:45.273832"
"TX","2016-06-30 00:00:00","TX","24714511.94499995","2017-10-15 09:00:45.273832"
"TX","2016-07-31 00:00:00","TX","27022332.77000003","2017-10-15 09:00:45.273832"
"TX","2016-08-31 00:00:00","TX","26779078.614000008","2017-10-15 09:00:45.273832"
"TX","2016-09-30 00:00:00","TX","24079513.507000078","2017-10-15 09:00:45.273832"
"TX","2016-10-31 00:00:00","TX","21317891.637999974","2017-10-15 09:00:45.273832"
"TX","2016-11-30 00:00:00","TX","17245554.585000005","2017-10-15 09:00:45.273832"
"TX","2016-12-31 00:00:00","TX","20608632.937","2017-10-15 09:00:45.273832"
"TX","2017-01-31 00:00:00","TX","19326558.201000016","2017-10-15 09:00:45.273832"
"TX","2017-02-28 00:00:00","TX","14939072.471000003","2017-10-15 09:00:45.273832"
"TX","2017-03-31 00:00:00","TX","15974718.56700001","2017-10-15 09:00:45.273832"
"TX","2017-04-30 00:00:00","TX","17624725.68699999","2017-10-15 09:00:45.273832"
"TX","2017-05-31 00:00:00","TX","20522539.44600001","2017-10-15 09:00:45.273832"
"TX","2017-06-30 00:00:00","TX","24335435.765000008","2017-10-15 09:00:45.273832"
"TX","2016-01-31 00:00:00","TX","18049187.195000026","2017-10-14 23:51:16.579214"
"TX","2016-02-29 00:00:00","TX","14350674.15700002","2017-10-14 23:51:16.579214"
"TX","2016-03-31 00:00:00","TX","13492052.859000022","2017-10-14 23:51:16.579214"
"TX","2016-04-30 00:00:00","TX","15189926.866000013","2017-10-14 23:51:16.579214"
"TX","2016-05-31 00:00:00","TX","19103556.617000032","2017-10-14 23:51:16.579214"
"TX","2016-06-30 00:00:00","TX","24714511.94499995","2017-10-14 23:51:16.579214"
"TX","2016-07-31 00:00:00","TX","27022332.77000003","2017-10-14 23:51:16.579214"
"TX","2016-08-31 00:00:00","TX","26779078.61400001","2017-10-14 23:51:16.579214"
"TX","2016-09-30 00:00:00","TX","24079513.50700008","2017-10-14 23:51:16.579214"
"TX","2016-10-31 00:00:00","TX","21317891.637999974","2017-10-14 23:51:16.579214"
"TX","2016-11-30 00:00:00","TX","17245554.585000005","2017-10-14 23:51:16.579214"
"TX","2016-12-31 00:00:00","TX","20608632.937","2017-10-14 23:51:16.579214"
"TX","2017-01-31 00:00:00","TX","19326558.201000016","2017-10-14 23:51:16.579214"
"TX","2017-02-28 00:00:00","TX","14939072.471000005","2017-10-14 23:51:16.579214"
"TX","2017-03-31 00:00:00","TX","15974718.56700001","2017-10-14 23:51:16.579214"
"TX","2017-04-30 00:00:00","TX","17624725.68699999","2017-10-14 23:51:16.579214"
"TX","2017-04-30 00:00:00.000000","TX","17624725.68699999","2017-10-14 18:56:22.833777"
"TX","2017-05-31 00:00:00","TX","20522539.44600001","2017-10-14 23:51:16.579214"
"TX","2017-05-31 00:00:00.000000","TX","20522539.44600001","2017-10-14 18:56:22.833777"
"TX","2017-06-30 00:00:00","TX","24335435.76500001","2017-10-14 23:51:16.579214"
"TX","2017-06-30 00:00:00.000000","TX","24335435.76500001","2017-10-14 18:56:22.833777"
"UT","2016-10-31 00:00:00","UT","2693564.8850000007","2017-10-15 08:59:31.399675"
"UT","2016-11-30 00:00:00","UT","2513809.1699999995","2017-10-15 08:59:31.399675"
"UT","2016-12-31 00:00:00","UT","2997829.5909999995","2017-10-15 08:59:31.399675"
"UT","2017-01-31 00:00:00","UT","2999963.668","2017-10-15 08:59:31.399675"
"UT","2017-02-28 00:00:00","UT","2176916.0179999997","2017-10-15 08:59:31.399675"
"UT","2017-03-31 00:00:00","UT","1698811.818000001","2017-10-15 08:59:31.399675"
"UT","2017-04-30 00:00:00","UT","1554582.9969999995","2017-10-15 08:59:31.399675"
"UT","2017-05-31 00:00:00","UT","2176618.309999998","2017-10-15 08:59:31.399675"
"UT","2017-06-30 00:00:00","UT","2375473.505","2017-10-15 08:59:31.399675"
"UT","2016-10-31 00:00:00","UT","2693564.8850000007","2017-10-14 23:50:49.598127"
"UT","2016-11-30 00:00:00","UT","2513809.1699999995","2017-10-14 23:50:49.598127"
"UT","2016-12-31 00:00:00","UT","2997829.5909999995","2017-10-14 23:50:49.598127"
"UT","2017-01-31 00:00:00","UT","2999963.668","2017-10-14 23:50:49.598127"
"UT","2017-02-28 00:00:00","UT","2176916.018","2017-10-14 23:50:49.598127"
"UT","2017-03-31 00:00:00","UT","1698811.818000001","2017-10-14 23:50:49.598127"
"UT","2017-04-30 00:00:00","UT","1554582.9969999997","2017-10-14 23:50:49.598127"
"UT","2017-05-31 00:00:00","UT","2176618.309999998","2017-10-14 23:50:49.598127"
"UT","2017-06-30 00:00:00","UT","2375473.505","2017-10-14 23:50:49.598127"
"VA","2016-01-31 00:00:00","VA","3091008.0629999964","2017-10-15 09:00:19.189803"
"VA","2016-02-29 00:00:00","VA","3152759.6429999997","2017-10-15 09:00:19.189803"
"VA","2016-03-31 00:00:00","VA","2783940.130000001","2017-10-15 09:00:19.189803"
"VA","2016-04-30 00:00:00","VA","1750105.8149999992","2017-10-15 09:00:19.189803"
"VA","2016-05-31 00:00:00","VA","2682232.9110000003","2017-10-15 09:00:19.189803"
"VA","2016-06-30 00:00:00","VA","3537830.144999995","2017-10-15 09:00:19.189803"
"VA","2016-07-31 00:00:00","VA","4245616.139","2017-10-15 09:00:19.189803"
"VA","2016-08-31 00:00:00","VA","4210822.615000003","2017-10-15 09:00:19.189803"
"VA","2016-09-30 00:00:00","VA","3386009.8380000032","2017-10-15 09:00:19.189803"
"VA","2016-10-31 00:00:00","VA","2267761.3570000003","2017-10-15 09:00:19.189803"
"VA","2016-11-30 00:00:00","VA","1948288.0049999997","2017-10-15 09:00:19.189803"
"VA","2016-12-31 00:00:00","VA","3120417.8129999996","2017-10-15 09:00:19.189803"
"VA","2017-01-31 00:00:00","VA","2995080.4820000012","2017-10-15 09:00:19.189803"
"VA","2017-02-28 00:00:00","VA","2006538.587000001","2017-10-15 09:00:19.189803"
"VA","2017-03-31 00:00:00","VA","2488746.443999997","2017-10-15 09:00:19.189803"
"VA","2017-04-30 00:00:00","VA","1960780.921","2017-10-15 09:00:19.189803"
"VA","2017-05-31 00:00:00","VA","2359328.4350000005","2017-10-15 09:00:19.189803"
"VA","2017-06-30 00:00:00","VA","3170615.801999998","2017-10-15 09:00:19.189803"
"VA","2016-01-31 00:00:00","VA","3091008.0629999964","2017-10-14 23:51:00.654354"
"VA","2016-02-29 00:00:00","VA","3152759.643","2017-10-14 23:51:00.654354"
"VA","2016-03-31 00:00:00","VA","2783940.130000001","2017-10-14 23:51:00.654354"
"VA","2016-04-30 00:00:00","VA","1750105.814999999","2017-10-14 23:51:00.654354"
"VA","2016-05-31 00:00:00","VA","2682232.9110000003","2017-10-14 23:51:00.654354"
"VA","2016-06-30 00:00:00","VA","3537830.144999995","2017-10-14 23:51:00.654354"
"VA","2016-07-31 00:00:00","VA","4245616.1389999995","2017-10-14 23:51:00.654354"
"VA","2016-08-31 00:00:00","VA","4210822.615000003","2017-10-14 23:51:00.654354"
"VA","2016-09-30 00:00:00","VA","3386009.8380000032","2017-10-14 23:51:00.654354"
"VA","2016-10-31 00:00:00","VA","2267761.3570000003","2017-10-14 23:51:00.654354"
"VA","2016-11-30 00:00:00","VA","1948288.005","2017-10-14 23:51:00.654354"
"VA","2016-12-31 00:00:00","VA","3120417.813","2017-10-14 23:51:00.654354"
"VA","2017-01-31 00:00:00","VA","2995080.482000001","2017-10-14 23:51:00.654354"
"VA","2017-02-28 00:00:00","VA","2006538.587000001","2017-10-14 23:51:00.654354"
"VA","2017-03-31 00:00:00","VA","2488746.443999997","2017-10-14 23:51:00.654354"
"VA","2017-04-30 00:00:00","VA","1960780.9209999999","2017-10-14 23:51:00.654354"
"VA","2017-05-31 00:00:00","VA","2359328.4350000005","2017-10-14 23:51:00.654354"
"VA","2017-06-30 00:00:00","VA","3170615.8019999983","2017-10-14 23:51:00.654354"
"VT","2016-10-31 00:00:00","VT","33109.575","2017-10-15 09:00:29.137336"
"VT","2016-11-30 00:00:00","VT","41610.99999999999","2017-10-15 09:00:29.137336"
"VT","2016-12-31 00:00:00","VT","38749.975","2017-10-15 09:00:29.137336"
"VT","2017-01-31 00:00:00","VT","39536.950000000004","2017-10-15 09:00:29.137336"
"VT","2017-02-28 00:00:00","VT","40490.30000000002","2017-10-15 09:00:29.137336"
"VT","2017-03-31 00:00:00","VT","40119.55000000001","2017-10-15 09:00:29.137336"
"VT","2017-04-30 00:00:00","VT","24351.000000000004","2017-10-15 09:00:29.137336"
"VT","2017-05-31 00:00:00","VT","21248.6","2017-10-15 09:00:29.137336"
"VT","2017-06-30 00:00:00","VT","34366.924999999996","2017-10-15 09:00:29.137336"
"VT","2016-10-31 00:00:00","VT","33109.575","2017-10-14 23:51:17.272322"
"VT","2016-11-30 00:00:00","VT","41610.999999999985","2017-10-14 23:51:17.272322"
"VT","2016-12-31 00:00:00","VT","38749.975","2017-10-14 23:51:17.272322"
"VT","2017-01-31 00:00:00","VT","39536.95","2017-10-14 23:51:17.272322"
"VT","2017-02-28 00:00:00","VT","40490.30000000002","2017-10-14 23:51:17.272322"
"VT","2017-03-31 00:00:00","VT","40119.55000000002","2017-10-14 23:51:17.272322"
"VT","2017-04-30 00:00:00","VT","24351.000000000004","2017-10-14 23:51:17.272322"
"VT","2017-05-31 00:00:00","VT","21248.6","2017-10-14 23:51:17.272322"
"VT","2017-06-30 00:00:00","VT","34366.925","2017-10-14 23:51:17.272322"
"WA","2016-10-31 00:00:00","WA","1038094.6750000002","2017-10-15 09:00:22.657839"
"WA","2016-11-30 00:00:00","WA","818735.2729999998","2017-10-15 09:00:22.657839"
"WA","2016-12-31 00:00:00","WA","1303020.6409999998","2017-10-15 09:00:22.657839"
"WA","2017-01-31 00:00:00","WA","","2017-10-15 09:00:22.657839"
"WA","2017-02-28 00:00:00","WA","","2017-10-15 09:00:22.657839"
"WA","2017-03-31 00:00:00","WA","","2017-10-15 09:00:22.657839"
"WA","2017-04-30 00:00:00","WA","106138.16899999997","2017-10-15 09:00:22.657839"
"WA","2017-05-31 00:00:00","WA","96644.373","2017-10-15 09:00:22.657839"
"WA","2017-06-30 00:00:00","WA","81780.28900000003","2017-10-15 09:00:22.657839"
"WA","2016-10-31 00:00:00","WA","1038094.6750000002","2017-10-14 23:51:52.670199"
"WA","2016-11-30 00:00:00","WA","818735.2729999998","2017-10-14 23:51:52.670199"
"WA","2016-12-31 00:00:00","WA","1303020.6409999998","2017-10-14 23:51:52.670199"
"WA","2017-01-31 00:00:00","WA","","2017-10-14 23:51:52.670199"
"WA","2017-02-28 00:00:00","WA","","2017-10-14 23:51:52.670199"
"WA","2017-03-31 00:00:00","WA","","2017-10-14 23:51:52.670199"
"WA","2017-04-30 00:00:00","WA","106138.16899999997","2017-10-14 23:51:52.670199"
"WA","2017-05-31 00:00:00","WA","96644.373","2017-10-14 23:51:52.670199"
"WA","2017-06-30 00:00:00","WA","81780.28900000003","2017-10-14 23:51:52.670199"
"WI","2016-01-31 00:00:00","WI","4211386.193000001","2017-10-15 08:59:53.243403"
"WI","2016-02-29 00:00:00","WI","3447612.863999999","2017-10-15 08:59:53.243403"
"WI","2016-03-31 00:00:00","WI","2833747.251999999","2017-10-15 08:59:53.243403"
"WI","2016-04-30 00:00:00","WI","2547024.870000001","2017-10-15 08:59:53.243403"
"WI","2016-05-31 00:00:00","WI","3153649.404999999","2017-10-15 08:59:53.243403"
"WI","2016-06-30 00:00:00","WI","4345782.667","2017-10-15 08:59:53.243403"
"WI","2016-07-31 00:00:00","WI","5043916.528999998","2017-10-15 08:59:53.243403"
"WI","2016-08-31 00:00:00","WI","5162538.612","2017-10-15 08:59:53.243403"
"WI","2016-09-30 00:00:00","WI","4151052.4499999997","2017-10-15 08:59:53.243403"
"WI","2016-10-31 00:00:00","WI","3365410.132","2017-10-15 08:59:53.243403"
"WI","2016-11-30 00:00:00","WI","3431338.1209999984","2017-10-15 08:59:53.243403"
"WI","2016-12-31 00:00:00","WI","3775914.9070000025","2017-10-15 08:59:53.243403"
"WI","2017-01-31 00:00:00","WI","4342838.037000008","2017-10-15 08:59:53.243403"
"WI","2017-02-28 00:00:00","WI","3772051.907999999","2017-10-15 08:59:53.243403"
"WI","2017-03-31 00:00:00","WI","3404476.0210000016","2017-10-15 08:59:53.243403"
"WI","2017-04-30 00:00:00","WI","2831691.3850000007","2017-10-15 08:59:53.243403"
"WI","2017-05-31 00:00:00","WI","2900086.045999999","2017-10-15 08:59:53.243403"
"WI","2017-06-30 00:00:00","WI","4327344.659000004","2017-10-15 08:59:53.243403"
"WI","2016-01-31 00:00:00","WI","4211386.193000001","2017-10-14 23:50:52.658303"
"WI","2016-02-29 00:00:00","WI","3447612.8639999987","2017-10-14 23:50:52.658303"
"WI","2016-03-31 00:00:00","WI","2833747.251999999","2017-10-14 23:50:52.658303"
"WI","2016-04-30 00:00:00","WI","2547024.870000001","2017-10-14 23:50:52.658303"
"WI","2016-05-31 00:00:00","WI","3153649.404999999","2017-10-14 23:50:52.658303"
"WI","2016-06-30 00:00:00","WI","4345782.666999999","2017-10-14 23:50:52.658303"
"WI","2016-07-31 00:00:00","WI","5043916.528999998","2017-10-14 23:50:52.658303"
